UTC Time at End of Hour,Demand (MW),Net Generation (MW)
2017-07-02,1010713.0,1023211.0
2017-07-03,1034175.0,1123367.0
2017-07-04,1095701.0,1164655.0
2017-07-05,1084211.0,1205705.0
2017-07-06,1157203.0,1263071.0
2017-07-07,1151168.0,1287046.0
2017-07-08,1094432.0,1247531.0
2017-07-09,1080752.0,1230132.0
2017-07-10,1120824.0,1278821.0
2017-07-11,1114901.0,1272122.0
2017-07-12,1103403.0,1252661.0
2017-07-13,1103258.0,1260470.0
2017-07-14,1113739.0,1241425.0
2017-07-15,1090377.0,1223041.0
2017-07-16,1047703.0,1173501.0
2017-07-17,1087120.0,1219518.0
2017-07-18,1099423.0,1100388.0
2017-07-19,1102922.0,1176542.0
2017-07-20,1043365.0,1190702.0
2017-07-21,1083662.0,1222009.0
2017-07-22,1057255.0,1181241.0
2017-07-23,1066698.0,1177563.0
2017-07-24,1108937.0,1204142.0
2017-07-25,1093889.0,1178989.0
2017-07-26,1078174.0,1202633.0
2017-07-27,1087038.0,1242288.0
2017-07-28,1087417.0,1228580.0
2017-07-29,1040480.0,1174635.0
2017-07-30,1018906.0,1153444.0
2017-07-31,1079142.0,1201176.0
2017-08-01,1135795.0,1221687.0
2017-08-02,1146717.0,1205957.0
2017-08-03,1130732.0,1207127.0
2017-08-04,1114691.0,1223334.0
2017-08-05,1041963.0,1160904.0
